age_years,residential_status,time_at_address_months,employment_status,time_with_employer_months,gross_monthly_income_eur,net_monthly_income_eur,debt_to_income_ratio,disposable_income_eur,num_active_credit_accounts,default
32,owner_no_mortgage,120,permanent,28,3155,1505,0.3938887504151692,8986,5,0
35,rent_private,333,permanent,17,3172,2721,0.3967841429728186,11358,7,0
63,owner_with_mortgage,23,unemployed_other,445,4175,1928,0.2555495719911497,14810,3,0
30,rent_social,7,permanent,98,2503,1781,0.2866613107520824,324,3,0
24,owner_no_mortgage,246,self_employed,115,699,1802,0.1391943253618923,780,1,0
25,rent_private,57,permanent,203,3615,1669,0.3243569170702212,671,4,0
21,rent_private,581,permanent,108,2112,1501,0.618239697039996,-1149,2,0
43,owner_with_mortgage,4,temporary_contract,11,11092,2197,0.2966783009305973,838,6,1
49,living_with_family_other,206,permanent,1,3220,2071,0.4985824760321783,653,8,0
29,living_with_family_other,8,permanent,58,2150,1542,0.5016565355041048,242,3,0
24,living_with_family_other,0,permanent,12,2613,1673,0.3369534227385109,261,1,0
53,rent_social,1,self_employed,461,2555,2103,0.4793649421283026,1903,3,0
31,owner_with_mortgage,42,permanent,3,2948,2962,0.3214480243089934,1188,4,0
53,owner_no_mortgage,36,permanent,95,3586,2600,0.3061637651206688,747,2,0
27,owner_no_mortgage,321,retired,41,3678,2402,0.4102986190327065,-1958,2,0
32,rent_social,3,permanent,0,2068,2308,0.2067539203234176,442,5,0
42,rent_private,46,permanent,44,132,3347,0.4030215110382387,509,5,0
37,rent_private,6,permanent,7,811,309,0.5179276423673048,892,2,0
61,rent_social,18,permanent,315,2483,3013,0.4038180694301972,501,4,0
50,owner_no_mortgage,276,unemployed_other,24,4285,1904,0.4958016079535127,687,1,0
25,rent_private,366,retired,311,1152,1540,0.1634481813378672,650,4,0
39,living_with_family_other,203,temporary_contract,14,2377,1724,0.5568062399974129,1089,3,0
28,rent_social,48,permanent,8,17121,1197,0.617333681060408,411,7,0
31,owner_with_mortgage,28,temporary_contract,18,4571,1722,0.1108171982646409,17303,1,1
23,owner_with_mortgage,50,permanent,7,4506,1213,0.0177354082857584,291,6,0
29,living_with_family_other,169,self_employed,8,3731,103,0.0235615925330909,-3241,1,0
37,owner_no_mortgage,597,unemployed_other,201,3496,82,0.6434559130515918,81,4,0
35,owner_with_mortgage,23,permanent,54,4081,2733,0.1505210744129742,594,3,0
47,rent_social,32,permanent,105,1786,1458,0.0660741821991231,1115,8,0
64,rent_private,42,unemployed_other,37,1196,1018,0.1400830130725505,1558,5,0
35,owner_no_mortgage,2,permanent,324,7975,11310,0.5682833218109268,266,3,0
59,living_with_family_other,57,permanent,11,491,1000,0.4547170802609371,666,2,0
53,owner_with_mortgage,445,permanent,344,3115,2342,0.254482519263917,598,7,1
55,owner_with_mortgage,11,permanent,516,791,1613,0.3414651673066702,18474,2,0
45,rent_private,5,permanent,424,16042,2208,0.3470903079471685,933,0,0
57,owner_with_mortgage,33,permanent,18,4097,3020,0.157683601956202,236,5,0
59,living_with_family_other,492,permanent,439,2289,2278,0.9714195057821178,595,4,0
51,rent_social,23,permanent,8,1435,13407,0.4326781678081194,516,0,0
36,rent_private,15,permanent,27,944,913,0.4555517022866099,1026,3,0
26,rent_private,32,permanent,561,4619,2249,0.4619772612757462,732,7,0
61,owner_with_mortgage,20,unemployed_other,9,1347,1145,0.4135739055548549,-4740,2,0
42,rent_private,531,retired,51,4422,1651,0.2582147825509217,828,5,0
48,rent_private,15,permanent,12,1916,667,0.2861834674882723,454,2,0
54,living_with_family_other,25,permanent,9,3262,2358,0.0487868708309435,617,3,0
51,rent_private,317,retired,447,1690,1905,0.2118345858843816,305,3,0
33,rent_private,27,temporary_contract,7,2033,1510,0.3345586825660243,500,2,0
42,rent_private,29,unemployed_other,394,712,3541,0.212526904090342,688,3,0
57,owner_with_mortgage,142,permanent,357,17801,1304,0.4861450363640516,10028,3,0
44,rent_private,2,temporary_contract,7,2808,4087,0.4199986095256963,773,2,0
44,living_with_family_other,18,permanent,262,4222,1122,0.2534585831300434,6960,3,0
55,rent_private,504,permanent,16,1994,2576,0.5147043159592846,28,3,0
47,owner_with_mortgage,6,permanent,54,3096,1332,0.2875369712072724,475,4,0
24,owner_with_mortgage,31,permanent,260,2262,1132,0.1194820345331365,14757,1,0
44,owner_no_mortgage,13,permanent,361,3100,1380,0.4438129551989475,986,3,0
44,owner_with_mortgage,43,unemployed_other,9,3209,1250,0.0627439283006687,331,3,0
36,rent_social,18,permanent,518,3205,1799,0.3763223064047247,944,2,0
41,rent_private,57,permanent,432,4918,1817,1.4415501084714613,752,5,0
39,owner_with_mortgage,22,permanent,187,109,728,0.1113944316864768,724,0,0
44,rent_private,381,self_employed,401,2614,1854,0.4874849729409318,566,7,0
41,owner_no_mortgage,10,permanent,24,3104,2084,0.4178399671349001,666,5,0
34,owner_no_mortgage,11,permanent,10,2570,1229,0.3310944199483857,514,7,0
37,rent_private,218,unemployed_other,41,3334,2483,0.4397089330571919,1149,1,0
40,owner_no_mortgage,301,temporary_contract,24,2016,10513,0.5890204148830287,19744,3,0
37,rent_private,31,temporary_contract,57,4388,889,0.1044179775847834,19393,0,0
50,owner_no_mortgage,176,permanent,8,425,822,0.308309817175992,449,5,0
37,rent_social,6,permanent,8,3264,1298,0.2118202569677191,5536,7,0
43,rent_social,15,permanent,14,3785,2279,0.2136309683552429,155,5,0
33,owner_with_mortgage,11,permanent,2,4700,1798,0.4641303573466282,315,0,0
29,rent_social,285,self_employed,24,3359,2270,0.3333288551638348,6580,7,0
48,rent_social,38,self_employed,28,3143,1808,1.0601818938846803,1057,3,0
43,rent_private,26,temporary_contract,9,2373,1457,0.6614812926378675,1014,7,0
37,owner_no_mortgage,42,permanent,6,1615,2219,0.2388491587108942,495,4,0
48,rent_private,35,permanent,6,1509,2147,0.2458215974518734,30,4,0
44,owner_no_mortgage,448,self_employed,286,4561,1652,0.5661311593210729,1114,2,0
62,owner_no_mortgage,3,permanent,30,3420,10763,0.3998899420363662,125,22,0
61,rent_private,36,self_employed,7,2261,1614,0.28962918890909,592,19,0
34,rent_private,6,permanent,330,3385,1840,0.3466095204542545,971,2,0
37,owner_with_mortgage,44,permanent,2,1474,1062,0.3771868919190703,593,2,0
50,living_with_family_other,160,temporary_contract,12,17676,901,0.019026086526053,714,34,0
40,rent_private,60,temporary_contract,1,10844,2935,0.4302827284658175,729,3,0
58,living_with_family_other,56,permanent,58,81,2606,0.4936973099432693,-2340,4,0
55,rent_private,45,permanent,13,2184,3184,0.4942198319060729,5609,2,0
28,rent_private,30,temporary_contract,27,1757,1830,0.4889226648496411,15281,8,0
51,rent_private,39,temporary_contract,8,2678,867,0.598564430812073,13084,2,0
53,owner_no_mortgage,36,permanent,482,2876,3055,0.4072962625656663,1979,1,0
50,rent_social,4,temporary_contract,9,4763,2387,0.0733385276327717,833,2,0
52,owner_no_mortgage,14,permanent,70,4230,2178,0.5832792456539752,3393,5,0
22,owner_no_mortgage,28,permanent,55,826,879,0.2696109496147549,246,2,0
52,rent_private,58,permanent,41,1932,2349,0.5740824150962373,19654,4,0
47,rent_private,6,temporary_contract,49,1950,3466,0.4661765787732245,400,8,0
51,rent_private,255,temporary_contract,49,1552,3425,1.120036024229839,174,5,0
60,rent_private,116,retired,57,955,145,0.3408064107299566,1085,5,0
38,rent_private,8,permanent,6,1709,1407,0.3344295214505361,4201,3,0
28,living_with_family_other,312,unemployed_other,7,12201,1943,0.9605186748995612,537,1,1
37,rent_private,21,self_employed,11,2352,1264,0.2168952665597953,563,3,0
49,rent_social,23,permanent,365,1585,2377,0.4101033383157172,484,5,0
43,rent_social,227,permanent,10,2998,3264,0.0296383843243546,535,2,0
21,rent_private,205,unemployed_other,16,13729,3031,0.3356414034064129,-808,4,0
62,rent_private,39,permanent,536,939,1531,0.5220130066033878,685,4,0
55,owner_no_mortgage,240,temporary_contract,3,3458,2026,1.3455733680122188,-45,2,0
29,owner_no_mortgage,10,self_employed,59,487,2585,0.3806648371336596,370,3,0
32,rent_private,383,permanent,32,1779,2075,0.645544813881217,6795,4,0
28,owner_with_mortgage,47,permanent,208,2859,375,0.4869168147170869,77,4,0
43,owner_with_mortgage,53,permanent,6,2271,1992,0.4378285092454639,12032,2,0
52,rent_private,582,permanent,23,4344,1205,0.2768514992581209,930,1,0
22,rent_private,18,permanent,17,2158,2932,0.2954815971308164,316,5,0
25,rent_private,494,permanent,451,16492,1224,0.3241745321044972,586,3,0
58,rent_private,51,permanent,44,1884,1442,0.2624720681504395,-650,3,0
18,rent_social,101,permanent,0,2775,2258,0.3949937672193056,5728,4,0
33,rent_private,49,temporary_contract,21,2097,2360,0.2498424351506018,694,3,0
52,rent_social,552,temporary_contract,357,2846,2678,0.758787948280423,770,4,0
93,rent_private,11,permanent,3,3925,1488,0.837527104877165,780,4,0
46,rent_social,9,self_employed,6,1636,2160,0.4970477063326293,354,12,0
32,rent_social,59,permanent,60,1504,1938,0.4855218331810593,594,4,0
35,owner_with_mortgage,590,permanent,444,106,2039,0.3826463106280274,13761,3,0
25,rent_private,11,permanent,17,3544,1138,0.143726116915425,446,5,0
41,owner_no_mortgage,118,temporary_contract,1,1276,7934,0.209531425245659,497,6,0
36,owner_with_mortgage,6,permanent,34,4546,2058,0.2665499326806982,655,5,0
24,rent_private,480,temporary_contract,12,2565,1862,0.0787007529789168,5273,5,0
32,rent_private,20,self_employed,6,1958,1489,0.3201226629478041,285,2,0
54,owner_with_mortgage,11,permanent,229,4885,1036,0.4007779648282411,112,47,1
49,owner_no_mortgage,289,permanent,3,2858,1341,0.2046962760428418,719,6,0
63,rent_private,21,permanent,42,1613,2776,0.3466015791067498,476,3,0
34,owner_with_mortgage,276,permanent,16,1599,2009,0.0354390433071803,409,45,0
44,rent_private,40,self_employed,3,3708,1663,0.3756966161153552,953,5,0
21,rent_private,40,permanent,342,1093,2405,0.4799905624165864,1031,0,0
45,owner_with_mortgage,48,temporary_contract,36,4625,1314,0.516352888573669,687,6,0
41,rent_social,494,temporary_contract,28,7859,2648,0.2996778359690311,238,5,0
35,rent_private,51,self_employed,24,3431,2149,0.5841441098380591,1135,4,0
45,owner_with_mortgage,228,permanent,92,1749,12311,0.3139873608611352,654,5,0
70,rent_private,11,temporary_contract,293,10049,1035,0.4018390570505324,361,4,0
57,rent_social,30,permanent,114,1125,284,0.4864529017034218,274,8,0
35,living_with_family_other,114,permanent,20,3128,2813,0.5610123987146853,804,7,0
34,owner_with_mortgage,49,permanent,275,6734,2131,0.2661382590718144,26,2,0
39,rent_social,38,permanent,14,516,1718,0.2772105670516149,229,4,0
42,owner_with_mortgage,15,permanent,374,2132,1945,0.6015617136152269,19336,4,0
29,rent_private,22,permanent,12,3713,581,0.6313914730559892,893,5,0
39,owner_no_mortgage,47,temporary_contract,21,8763,1984,0.283854912213753,88,5,0
59,owner_with_mortgage,58,permanent,558,1807,4271,1.1712308268271605,1128,2,0
30,living_with_family_other,53,permanent,2,1918,240,0.377929892653942,414,1,0
35,rent_social,8,permanent,29,3120,8761,0.2365528274884076,370,5,0
21,living_with_family_other,6,permanent,9,2204,1581,0.1372783744780502,1065,8,0
37,owner_with_mortgage,56,permanent,37,1825,2048,0.4316261250155967,1077,5,0
26,owner_with_mortgage,42,temporary_contract,498,4242,2982,0.0249419491144877,985,5,0
48,owner_no_mortgage,285,retired,25,3728,265,0.2820794964034316,936,5,0
43,rent_social,10,temporary_contract,361,3495,2956,0.1734574914822382,652,2,0
29,owner_with_mortgage,411,permanent,5,4843,2265,0.3325925708556325,705,37,0
37,living_with_family_other,584,permanent,24,3022,515,0.2137522110987269,336,6,0
59,rent_private,5,permanent,49,1615,2393,0.5957424668960728,15099,3,0
85,living_with_family_other,8,permanent,15,4899,1547,0.006383689170707,-3964,1,0
51,rent_social,262,temporary_contract,14,2650,2383,0.4392067821904589,19151,2,0
44,living_with_family_other,138,permanent,13,2049,494,0.1259439973132617,519,3,0
83,owner_with_mortgage,23,temporary_contract,199,19213,1563,0.3340889981045704,17347,2,0
39,owner_with_mortgage,19,permanent,16,2500,13013,0.4541666948474024,660,4,0
44,owner_no_mortgage,48,unemployed_other,45,3742,2079,0.1130943229078263,883,2,0
26,owner_no_mortgage,7,temporary_contract,187,982,3206,0.3489818372195794,203,6,0
113,living_with_family_other,24,temporary_contract,97,2940,1559,0.1362798629857129,19340,0,0
19,owner_no_mortgage,41,temporary_contract,452,3593,2280,1.1801538458794307,558,5,0
52,rent_private,8,permanent,2,5418,1432,0.5464735588353147,925,5,0
36,rent_private,5,permanent,18,4470,2352,0.6331468327602614,13,0,0
37,owner_with_mortgage,12,permanent,577,3331,3180,0.2435256013604099,1097,6,0
48,rent_private,40,self_employed,1,120,2342,0.1051337753042592,492,2,0
34,rent_private,12,temporary_contract,496,1749,2206,0.1985007629611079,568,41,0
32,living_with_family_other,185,permanent,8,3307,1599,0.3668885159518519,329,1,0
38,owner_no_mortgage,30,temporary_contract,184,285,2664,0.2702678911278126,813,4,0
83,owner_with_mortgage,38,permanent,92,2944,204,0.547897954816675,575,2,0
29,rent_social,12,temporary_contract,10,4138,8339,0.5256487104553241,1067,5,0
50,owner_no_mortgage,48,temporary_contract,468,3268,2104,0.3573020784186533,193,3,0
63,owner_no_mortgage,7,permanent,50,2687,45,0.3264639295252652,7,4,0
37,owner_no_mortgage,23,retired,13,3256,2899,0.2861053329250654,202,5,0
27,owner_with_mortgage,39,permanent,1,4279,1551,0.202148694860908,583,3,0
49,rent_social,4,retired,0,1920,1487,0.3802649466301436,-3119,5,0
32,rent_private,17,retired,43,2268,1260,0.39561203510428,23,1,0
31,rent_private,21,retired,121,3390,61,0.0560263612710588,875,27,0
50,rent_private,43,permanent,40,1960,135,0.0773110414263719,3453,49,0
61,owner_with_mortgage,27,retired,22,12249,1644,0.4615983959516148,372,2,0
37,owner_no_mortgage,30,permanent,215,2085,1219,0.3071167129656595,829,3,0
52,rent_private,59,unemployed_other,35,2257,799,0.2465627501183527,18043,4,0
61,owner_with_mortgage,17,permanent,280,2909,2293,0.2860374745065736,738,2,0
47,rent_social,10,permanent,586,4043,3141,0.4807422304963812,536,49,0
35,owner_with_mortgage,9,self_employed,16,1522,1707,0.4579125366632878,359,6,0
33,rent_private,39,self_employed,277,4840,2565,0.2066952831233005,578,3,0
26,owner_with_mortgage,58,permanent,27,17754,1089,0.1551919807608409,17666,2,0
25,rent_social,41,retired,11,403,2351,0.3436657545427434,-4226,6,0
56,living_with_family_other,6,unemployed_other,15,16167,1591,0.054541000228306,19995,7,0
61,rent_private,8,permanent,1,2115,1583,0.183446287622311,567,2,0
58,owner_with_mortgage,12,permanent,57,4850,2099,0.407892794046486,1059,3,0
40,owner_with_mortgage,3,self_employed,16,2996,667,0.3270162345231721,624,0,0
34,owner_with_mortgage,10,permanent,27,4666,1889,0.410434755566185,988,4,1
62,rent_private,39,permanent,387,2830,1519,0.4648196400219474,-1675,2,0
39,owner_with_mortgage,56,unemployed_other,42,2202,2830,0.1001036101382411,385,5,0
65,owner_with_mortgage,14,temporary_contract,45,615,850,0.2296879534381956,-1202,21,0
55,owner_no_mortgage,16,permanent,13,3133,10426,0.4746902753542228,1069,7,0
28,owner_with_mortgage,56,temporary_contract,59,620,1289,0.442964687098458,348,0,0
53,rent_private,440,permanent,31,1773,698,0.4715704142556214,1186,3,0
114,rent_private,493,retired,480,2057,1793,0.0300317541307825,10325,5,0
52,rent_social,421,temporary_contract,239,2119,1787,0.1614305647702439,506,4,0
31,rent_private,0,permanent,519,2293,3376,0.3336420608940866,562,4,0
43,owner_with_mortgage,326,permanent,423,1514,2680,0.1414370179134288,555,7,0
42,rent_private,26,permanent,12,3240,189,0.1861563482374694,1166,2,0
40,rent_social,26,self_employed,10,83,1821,0.3660347980148433,618,4,1
57,rent_private,181,self_employed,25,1572,1484,0.4984896555982757,60,2,0
39,owner_with_mortgage,10,temporary_contract,283,3072,2078,0.0353551951530704,226,8,0
36,owner_no_mortgage,307,permanent,18,2862,1025,0.3953111373264145,592,3,0
20,owner_no_mortgage,60,permanent,35,3536,1328,0.2471025938153827,554,4,0
49,living_with_family_other,359,permanent,296,3773,1497,0.2905065738547886,16479,5,0
33,owner_with_mortgage,8,permanent,428,2709,1184,0.3800377341564723,113,7,0
33,rent_private,21,temporary_contract,7,772,3252,0.1604736449888556,721,2,0
36,rent_private,37,permanent,52,1328,1887,0.647883465050396,352,7,0
60,rent_social,556,permanent,597,4153,2058,0.2407607604579409,8301,2,0
50,rent_private,417,permanent,34,7870,997,0.4399672318811156,152,3,0
62,rent_private,16,temporary_contract,41,2063,1720,0.3300875298718394,358,4,0
29,owner_with_mortgage,28,permanent,18,6779,1721,0.2172806812192653,693,6,0
28,owner_with_mortgage,34,temporary_contract,60,158,2196,0.3823689491524086,381,4,0
30,owner_with_mortgage,41,temporary_contract,37,11099,1430,0.2803558164335823,352,5,0
32,owner_with_mortgage,405,permanent,2,2495,1414,1.2346377438552434,436,6,0
49,owner_no_mortgage,32,temporary_contract,22,2630,2310,0.4033940236998377,1001,3,0
34,owner_with_mortgage,6,permanent,13,2710,1345,0.4892996061464519,204,5,0
37,rent_private,55,permanent,425,4528,3207,0.2416050384070565,104,2,0
18,owner_no_mortgage,11,permanent,244,2925,1558,0.1161810929007781,11845,3,0
45,rent_private,562,permanent,8,3031,2437,0.127317110148851,447,3,0
78,rent_private,19,temporary_contract,50,2274,6077,0.0773893853101817,736,0,1
56,living_with_family_other,2,permanent,19,2414,1605,0.9164480787476712,581,0,1
28,owner_with_mortgage,3,retired,23,1391,1833,0.3301709492863361,655,18,1
30,living_with_family_other,6,permanent,561,3357,1393,0.2046255440888544,174,3,0
44,living_with_family_other,9,temporary_contract,31,3990,801,0.2860386967324427,5289,2,0
32,owner_no_mortgage,55,permanent,5,3039,2298,0.213480416732553,398,3,0
38,owner_no_mortgage,60,permanent,26,4136,3420,0.0819455172962695,780,2,0
20,rent_social,7,permanent,6,2858,1432,0.6082995121058727,1046,2,0
24,living_with_family_other,18,permanent,169,0,3284,0.2471526477179687,463,2,1
109,rent_private,440,temporary_contract,39,2393,2595,0.2675734176011395,530,5,0
48,owner_no_mortgage,5,permanent,11,1530,2067,0.4498686271175254,1119,8,0
22,owner_no_mortgage,467,self_employed,18,1931,1393,0.0546654566148871,-557,4,0
115,rent_private,370,permanent,1,1559,1599,0.3280728593899464,778,0,0
43,rent_social,8,temporary_contract,45,2506,1855,0.2118303823716729,1021,7,0
64,living_with_family_other,35,permanent,299,1620,648,0.0310994103027418,3055,4,0
27,rent_private,7,permanent,47,1559,2287,0.5984221836676925,602,3,0
64,rent_private,43,permanent,13,2646,2503,0.5348129304726079,83,4,0
62,rent_private,22,temporary_contract,373,1817,1381,0.5576272523303631,897,2,0
76,owner_with_mortgage,5,temporary_contract,482,2513,2727,0.123043504133421,760,5,0
36,owner_with_mortgage,49,permanent,38,116,822,0.1100973930622839,751,6,0
24,rent_private,491,permanent,15,2707,1938,0.3482119260411986,664,4,0
23,owner_with_mortgage,238,permanent,11,4354,1793,0.2441341336970372,888,8,0
31,rent_private,10,self_employed,9,7789,2941,0.2987474096614786,666,3,0
115,owner_with_mortgage,57,permanent,304,1242,3044,0.5813393647592039,985,8,0
73,owner_with_mortgage,4,permanent,152,3081,2272,0.4929224249260042,-1057,3,0
44,owner_with_mortgage,525,temporary_contract,53,3158,2334,0.4098255288936616,631,3,0
63,owner_with_mortgage,319,permanent,58,11077,3478,0.3774330337394519,1168,1,0
36,owner_with_mortgage,9,permanent,188,1276,3443,0.4650906178488582,294,3,0
51,rent_private,5,unemployed_other,11,3032,199,0.1448167039590367,988,5,0
30,owner_with_mortgage,14,temporary_contract,0,2654,1906,0.1769052386783312,1052,8,0
63,rent_social,15,permanent,48,1912,3058,1.1503432269068838,1067,8,0
57,owner_with_mortgage,6,permanent,14,3319,1227,0.0975700062753635,1015,8,0
62,rent_private,3,unemployed_other,36,2641,3491,0.2816747358774292,139,5,0
32,rent_private,326,self_employed,38,2512,1844,0.0771522547764656,228,14,0
41,rent_social,354,retired,129,3039,1731,0.484715299096831,240,5,0
55,rent_private,11,permanent,451,2584,2084,0.917778586262242,-2684,8,0
106,owner_with_mortgage,41,self_employed,24,1705,245,0.168260298500459,116,3,0
27,rent_private,34,permanent,5,101,3455,0.4184265398263609,15527,5,0
37,owner_no_mortgage,36,temporary_contract,9,3585,964,0.2994830951197831,17245,4,0
22,owner_no_mortgage,498,permanent,135,3968,3469,0.3174809823109992,554,2,0
26,owner_with_mortgage,49,permanent,20,4488,1311,0.0708015680129214,1184,4,0
23,owner_with_mortgage,19,temporary_contract,17,4362,2883,0.2167907879907417,-2340,4,0
38,rent_social,8,permanent,2,3236,2309,0.2685707966689479,-399,3,0
38,owner_with_mortgage,38,self_employed,34,2723,1805,0.5315302216612081,938,2,0
32,owner_with_mortgage,19,permanent,38,2176,1599,0.2959853693159911,104,2,0
47,owner_with_mortgage,50,permanent,52,4366,35,0.4663330327760361,1090,4,0
60,owner_no_mortgage,546,permanent,31,3138,1787,0.1688760132160751,8009,2,0
54,rent_social,39,self_employed,8,3023,3005,0.3633485345593045,17542,1,0
60,owner_with_mortgage,47,self_employed,10,2167,1515,0.4976165922015332,711,2,0
62,rent_private,236,permanent,14,2625,1295,0.1069823260955462,2625,8,0
35,living_with_family_other,302,permanent,101,3147,733,0.3065731039219342,1160,2,0
53,rent_social,17,temporary_contract,4,2534,2167,0.4687166420453904,509,8,0
25,owner_no_mortgage,5,permanent,11,4975,854,0.0845991899562353,118,6,0
30,rent_social,18,self_employed,15,544,299,0.5593557102109967,9175,2,1
43,living_with_family_other,19,self_employed,7,2655,2024,0.0577991580712704,135,1,0
39,owner_with_mortgage,26,permanent,5,4855,2232,0.5316838011719892,200,4,0
40,rent_social,19,permanent,148,1639,2898,0.5131139944911114,15652,7,0
30,rent_private,6,self_employed,494,3184,127,0.3688298305767694,-3072,5,0
120,living_with_family_other,14,temporary_contract,4,3019,1288,0.3299201312527068,703,3,0
44,owner_no_mortgage,431,temporary_contract,436,2585,1212,0.4879466685022985,1094,2,0
26,rent_private,120,temporary_contract,232,1562,2099,0.0397814700294671,12297,3,0
27,rent_private,46,permanent,51,1719,2943,0.8580632838158596,716,3,0
38,owner_with_mortgage,57,permanent,194,207,2944,0.6270966781364642,296,5,0
38,owner_with_mortgage,26,self_employed,14,2429,2150,0.2720010119234987,94,3,0
38,owner_with_mortgage,578,permanent,13,2749,1717,0.3768857106517362,948,0,0
47,rent_private,9,unemployed_other,33,2540,3644,0.4721755656047725,19633,8,1
52,owner_with_mortgage,6,permanent,5,3853,8573,0.4305066880683346,969,0,1
44,owner_with_mortgage,16,self_employed,489,4359,2401,0.3655021736038522,908,4,0
34,rent_social,7,permanent,18,4008,1648,0.2548706916109354,-4373,8,0
45,owner_with_mortgage,21,unemployed_other,59,1059,1813,0.611265849349867,399,5,0
52,rent_private,301,self_employed,358,77,1863,0.6230269420363821,637,5,0
28,living_with_family_other,24,permanent,17,3493,2234,0.2831626571891114,683,38,0
25,owner_with_mortgage,21,permanent,170,1343,295,0.2649719491331792,30,6,0
33,living_with_family_other,42,temporary_contract,0,2633,1393,0.3363205206615671,-4183,8,0
40,rent_private,432,permanent,112,4352,2048,0.4924064459475908,220,5,0
95,owner_no_mortgage,37,self_employed,57,609,2352,0.5209836545442914,612,8,0
60,owner_with_mortgage,27,permanent,297,4757,1372,0.6614021656130159,1188,4,0
61,rent_social,1,permanent,53,1803,1599,0.2981798023560823,172,3,1
53,living_with_family_other,41,permanent,59,4971,1733,0.5345468719222632,107,6,0
35,owner_no_mortgage,0,permanent,350,3073,191,0.6251090944911785,845,12,0
28,owner_with_mortgage,8,permanent,17,2138,2564,0.2640692693135995,69,1,0
44,rent_social,44,retired,15,2096,2532,0.4778419158520504,535,3,0
26,owner_with_mortgage,9,permanent,48,4654,2226,0.3394696808965288,321,4,0
49,owner_with_mortgage,31,temporary_contract,5,1999,1743,0.324856583467479,436,3,0
33,owner_no_mortgage,266,permanent,23,1661,538,0.4705067454345937,143,5,0
53,owner_no_mortgage,25,retired,29,4805,1284,0.4576519734364611,654,3,0
25,owner_no_mortgage,1,retired,6,561,2478,0.5030226056392669,751,4,0
33,owner_with_mortgage,46,permanent,386,1126,1554,0.3661854339907765,422,7,0
20,rent_private,11,permanent,18,3062,1380,0.0715056058311464,17481,4,0
50,rent_private,9,permanent,45,2672,2941,0.8663756034353689,612,5,0
62,rent_private,55,permanent,342,8318,1408,0.4742448218434013,582,2,0
29,owner_with_mortgage,40,permanent,26,14319,1221,0.5138844011923158,11368,2,0
40,owner_no_mortgage,225,permanent,7,4851,13948,0.9786140116916288,970,1,0
65,rent_private,12,temporary_contract,13,2259,2463,0.0486876602694648,606,5,0
48,owner_no_mortgage,6,permanent,23,18927,1692,0.2198940730179432,374,3,0
35,owner_no_mortgage,84,permanent,44,2846,3132,0.5161567578203268,19556,8,0
53,rent_private,115,self_employed,27,3322,3382,0.5406218220862823,110,1,0
103,rent_private,54,permanent,509,2181,2132,0.2244756894496304,5709,5,0
36,owner_no_mortgage,378,permanent,18,1994,184,0.424778595461028,1020,25,0
29,owner_with_mortgage,160,unemployed_other,10,3348,2364,0.2398494261274081,11387,3,0
26,owner_with_mortgage,29,permanent,69,779,10245,0.4031640566900684,856,3,1
64,owner_with_mortgage,14,temporary_contract,141,3176,12488,0.1928899435066113,3503,2,0
32,owner_with_mortgage,9,permanent,51,2756,667,0.4352779437920455,6099,0,0
20,rent_social,299,permanent,38,2668,269,0.2770045367046967,1150,4,0
30,rent_private,28,retired,20,2429,1874,0.429354212348688,414,7,0
49,rent_private,23,permanent,44,6762,1737,0.3531321675634009,-4559,1,0
18,living_with_family_other,149,retired,8,4413,1516,0.4923154739269704,482,7,0
30,rent_private,4,retired,26,1001,1706,0.0955553172790783,14307,2,0
51,rent_social,284,permanent,43,1157,3264,0.2630521624301161,701,5,0
84,owner_no_mortgage,5,self_employed,47,74,2614,0.4221331037241524,516,5,1
40,owner_with_mortgage,11,permanent,6,3858,1436,0.266242439171321,-1425,5,0
43,rent_private,59,permanent,5,3866,1579,1.099247531560714,594,5,0
76,rent_private,9,self_employed,296,1356,2686,0.4625283630149202,878,7,0
98,rent_social,536,permanent,39,2106,358,0.2413218864993705,697,2,0
43,rent_private,535,permanent,19,4445,2289,0.6800912490117648,699,6,0
29,rent_private,515,temporary_contract,24,928,1607,0.7769531424293722,412,2,0
52,rent_private,43,permanent,19,2427,6693,0.0037694764470323,591,5,0
52,rent_private,457,permanent,119,3879,2182,0.2562707003564894,404,4,0
38,living_with_family_other,52,permanent,546,11215,361,0.2782074218468346,224,4,0
41,rent_private,5,permanent,314,3616,9902,0.5794051704683676,596,3,0
59,owner_with_mortgage,23,temporary_contract,7,3986,1423,0.0992737297487768,311,5,0
56,rent_private,12,temporary_contract,38,702,1772,0.0019356376705506,717,49,0
50,owner_no_mortgage,8,permanent,11,3211,1156,0.5209276013377546,142,5,0
27,owner_with_mortgage,38,permanent,6,4573,263,0.1118596621921186,450,3,0
53,rent_private,4,temporary_contract,57,2865,2121,0.1038521307923678,797,3,0
23,owner_with_mortgage,53,permanent,16,1906,6172,0.2481481858573986,736,5,0
32,rent_social,355,permanent,221,4939,2026,0.1544477041694666,715,7,0
34,owner_no_mortgage,467,permanent,6,3768,7092,0.3523183880959981,336,7,0
39,owner_with_mortgage,503,temporary_contract,48,4571,1869,0.4859087033901234,16391,3,0
43,rent_private,27,temporary_contract,44,2038,1780,1.2727622166648036,71,4,0
32,owner_with_mortgage,29,permanent,35,4166,1837,0.3920317300903967,164,4,0
39,owner_with_mortgage,580,permanent,4,1423,2417,0.3600496630124412,116,4,0
26,rent_private,2,permanent,216,428,1200,0.6756786291088808,1194,6,1
