age_years,residential_status,time_at_address_months,employment_status,time_with_employer_months,gross_monthly_income_eur,net_monthly_income_eur,debt_to_income_ratio,disposable_income_eur,num_active_credit_accounts,default
48,rent_private,3,permanent,53,2159,2084,0.48229829332858176,1024,5,0
51,rent_private,12,permanent,218,1070,1730,0.6495333499768063,263,2,0
41,owner_with_mortgage,28,permanent,19,4912,784,0.5515351941299145,602,0,0
98,rent_private,10,temporary_contract,22,4743,1887,0.4897013989364989,333,46,0
23,rent_private,554,permanent,58,1995,1819,0.7529549539316273,456,7,0
37,owner_with_mortgage,48,temporary_contract,42,2223,1182,0.5811638297342847,459,4,0
48,rent_private,40,self_employed,1,120,2342,0.10513377530425924,492,2,0
33,living_with_family_other,19,permanent,591,199,1802,0.22811772608539022,467,2,0
31,rent_private,18,temporary_contract,360,3773,3270,0.47237011112782257,7445,3,0
51,owner_no_mortgage,19,temporary_contract,41,1745,1955,0.09641916089846508,99,7,0
28,owner_with_mortgage,19,temporary_contract,267,2092,1905,0.4015825126512307,252,0,0
58,rent_social,45,retired,10,2515,2732,0.06464817915625506,935,4,0
33,owner_with_mortgage,20,permanent,481,3250,2133,0.012788305696389711,18791,2,0
28,owner_with_mortgage,21,permanent,293,4516,2614,0.07466323886018927,574,7,0
40,rent_private,1,permanent,3,3058,1639,0.15776974553801504,884,0,0
62,rent_private,34,permanent,319,3469,1295,0.25236817466201034,460,33,0
48,rent_private,133,permanent,5,2293,2248,0.21685620587767993,915,3,0
43,owner_with_mortgage,143,self_employed,2,3413,1494,0.2567532273035371,26,5,0
44,owner_no_mortgage,56,temporary_contract,5,1836,3185,0.3222090077521076,716,1,0
57,owner_with_mortgage,8,permanent,1,3119,3487,0.016787277965438815,340,5,0
52,owner_with_mortgage,365,self_employed,64,5717,3316,0.44425931871598473,632,4,0
25,owner_no_mortgage,8,permanent,8,2421,3958,0.392504909918376,417,4,0
37,rent_private,37,self_employed,9,1392,2336,0.21500538680091213,1103,6,0
53,rent_social,57,temporary_contract,9,17140,3089,0.119028229291564,7576,5,0
38,owner_with_mortgage,38,permanent,2,3447,1124,0.21453564378212694,16979,2,0
35,rent_social,59,retired,281,615,1925,0.9689285987883537,257,2,0
49,rent_private,9,temporary_contract,1,3011,2039,0.6323545228519133,269,6,1
45,owner_with_mortgage,51,self_employed,564,4430,2442,0.3326374188304002,377,0,0
55,rent_private,5,permanent,4,2493,680,0.04826612059995969,48,3,0
51,rent_private,1,self_employed,456,2259,2473,0.5819121607373631,357,3,0
25,owner_with_mortgage,23,permanent,39,3805,1301,0.3259375161427316,-79,1,0
44,owner_with_mortgage,526,permanent,10,1302,1267,0.475657040055561,393,5,0
59,owner_with_mortgage,573,temporary_contract,18,2838,1703,0.0048970250119209965,7281,4,0
38,rent_private,7,self_employed,12,4082,353,0.3492188460133321,1024,6,0
33,owner_with_mortgage,56,permanent,576,10816,3082,0.2523003326403477,865,5,0
59,owner_with_mortgage,282,permanent,1,4513,478,0.21568393393123098,519,4,0
28,owner_no_mortgage,28,permanent,488,2562,2325,0.10273437575417733,790,6,0
43,rent_social,23,permanent,6,4625,2486,0.07509080659125737,93,0,0
54,owner_with_mortgage,22,permanent,14,1847,1766,0.3255800599789559,682,2,0
44,rent_private,7,temporary_contract,599,6432,2500,0.464180782850824,568,0,0
63,rent_private,54,permanent,2,3868,3116,0.31773144919554713,625,7,0
52,owner_no_mortgage,1,self_employed,58,1607,2367,0.30292130995565575,289,2,0
48,owner_with_mortgage,3,temporary_contract,29,1662,2152,0.2488842023754713,906,2,0
23,owner_no_mortgage,0,temporary_contract,22,2955,2165,0.09165314382176679,9989,3,0
50,rent_private,50,permanent,32,1966,3217,0.47712616933348284,15007,20,0
56,owner_no_mortgage,7,unemployed_other,15,3245,1248,0.10491109703589822,-3334,2,0
39,owner_with_mortgage,151,unemployed_other,80,526,1377,0.4801228649909891,367,5,0
48,owner_with_mortgage,11,retired,11,3245,2066,0.13681968285606233,362,5,0
41,living_with_family_other,9,temporary_contract,9,178,1989,0.22277789528165823,311,8,0
33,rent_social,25,temporary_contract,8,1769,1771,0.2749410132562571,320,0,0
52,owner_with_mortgage,26,temporary_contract,343,2136,2011,0.39241708119849567,816,5,0
104,owner_with_mortgage,3,temporary_contract,34,38,1328,0.4007328262082883,133,8,0
52,rent_private,3,retired,56,2675,1875,0.44559152826697584,1107,3,0
25,owner_no_mortgage,3,permanent,32,2512,2260,0.0012553839006382626,12780,4,0
51,living_with_family_other,11,permanent,10,4856,2067,0.2224919130204487,926,2,0
48,owner_no_mortgage,44,permanent,19,176,2924,0.3783119168752857,-1713,6,0
25,owner_with_mortgage,47,temporary_contract,45,4090,291,0.6313534683726907,506,7,0
46,rent_social,3,permanent,290,3677,1626,0.35796952417376426,-4674,7,0
18,rent_private,440,temporary_contract,397,2348,2021,0.28287191375150045,15,5,0
51,owner_with_mortgage,23,permanent,277,11219,2338,0.4091025276139979,875,5,0
39,owner_no_mortgage,38,permanent,582,3239,2555,0.6375287834424337,481,3,0
48,owner_with_mortgage,7,permanent,8,2613,1645,0.20484599480158194,646,8,0
18,rent_private,22,permanent,1,2783,264,0.16026601056630657,663,5,0
40,rent_private,58,permanent,8,4860,1690,0.25578855956851065,-745,6,1
37,rent_private,8,permanent,13,18929,1370,0.2830617806171576,849,2,0
64,living_with_family_other,26,self_employed,17,144,1384,0.7758776014656769,352,8,1
56,owner_no_mortgage,36,permanent,486,3204,2237,0.339307871520636,1160,0,0
19,rent_social,16,permanent,7,17944,2227,0.5172300221536129,854,6,0
43,rent_private,20,temporary_contract,0,217,3405,1.337186529220319,1679,5,0
34,owner_no_mortgage,8,permanent,51,2251,1902,1.1562033552136797,949,6,1
36,living_with_family_other,27,permanent,26,2664,2125,0.3126722664124591,643,3,0
41,rent_private,238,permanent,7,2940,1904,0.36968418100706196,3867,2,0
18,owner_with_mortgage,4,permanent,21,3100,2699,0.23036959701699597,2140,5,0
54,rent_private,164,permanent,5,2172,1223,0.027249584352540254,980,8,0
45,owner_no_mortgage,409,permanent,7,785,3368,0.5231915991157646,741,4,0
53,rent_private,60,retired,17,12037,1398,0.08480333087378497,1174,3,0
21,rent_social,11,permanent,9,2633,2084,0.5352051944854692,856,31,0
52,owner_with_mortgage,18,temporary_contract,6,2157,5356,0.4302288023170563,601,1,0
50,owner_with_mortgage,9,permanent,11,3083,1907,0.4793062361752536,9,23,0
44,owner_with_mortgage,8,permanent,10,2482,1724,0.39256843149435167,2663,4,0
43,owner_no_mortgage,9,temporary_contract,23,15732,1881,0.4945610679918312,508,7,0
24,owner_with_mortgage,503,self_employed,24,9662,1603,0.41274604261828285,237,3,0
54,rent_social,3,permanent,56,1774,1459,0.630180665209378,641,5,0
64,owner_with_mortgage,368,permanent,12,2887,1359,0.16044016484422552,712,3,0
42,living_with_family_other,39,temporary_contract,5,1813,2159,0.20361270860178343,116,7,0
18,rent_private,241,permanent,180,2609,3142,0.4300586584727243,1091,4,0
52,living_with_family_other,15,retired,11,3294,2447,0.028740120938472554,930,5,0
26,rent_social,4,permanent,579,2558,5525,0.33041200265267734,656,2,0
45,owner_no_mortgage,5,self_employed,25,4753,1444,0.37232137568850926,598,2,0
41,rent_private,12,permanent,20,218,2105,0.3554021965506239,490,8,1
62,living_with_family_other,25,temporary_contract,24,2975,3099,0.44993948649822857,488,8,0
58,owner_no_mortgage,58,permanent,4,5677,2224,1.2187037965132965,-2494,7,0
44,living_with_family_other,1,retired,58,8166,9846,0.4730456095740382,243,5,0
48,owner_with_mortgage,5,permanent,7,3126,2088,0.26172371751835616,9533,33,0
22,owner_no_mortgage,159,permanent,4,4186,1526,0.20797932165941327,156,5,0
53,owner_with_mortgage,561,permanent,6,2539,1225,0.3956853262964034,693,5,0
31,owner_with_mortgage,147,self_employed,7,4017,2820,0.1863369692382843,874,3,0
52,owner_with_mortgage,13,permanent,0,1880,1279,0.4043485851098037,10743,0,0
28,rent_private,6,permanent,16,1864,2842,0.2574379948377671,23,0,0
20,rent_private,3,permanent,179,1585,1712,0.6084341916747645,341,4,0
43,living_with_family_other,8,permanent,6,3005,243,0.32830935590541543,272,5,0
30,owner_with_mortgage,2,temporary_contract,5,4258,687,0.24075563132015265,553,7,0
37,rent_private,11,permanent,22,3261,1717,0.21716017860934786,3079,8,0
23,owner_no_mortgage,411,unemployed_other,299,2759,1795,0.45917888230402354,589,5,0
46,owner_with_mortgage,23,permanent,247,3702,2261,0.5113754352074233,843,6,0
26,owner_no_mortgage,51,retired,3,2258,980,0.0734481358267387,8499,4,0
64,rent_social,20,permanent,73,4303,1970,0.4057813387292663,288,6,0
58,rent_social,40,temporary_contract,0,899,9905,0.3542465489110401,500,6,0
27,rent_private,22,permanent,36,2700,1616,0.31838935733595,348,0,0
32,owner_with_mortgage,7,permanent,56,1864,1788,0.42691042331976353,453,3,0
41,rent_private,45,permanent,47,4385,3357,0.192236480549392,1047,6,0
46,rent_private,4,permanent,320,2713,1338,0.48056370076463417,16527,3,0
39,rent_private,52,permanent,50,3197,1272,0.05717275258272067,183,5,0
61,owner_with_mortgage,8,permanent,13,1559,568,0.5401354283909254,332,6,0
30,rent_private,33,permanent,7,500,1474,0.39382081145443787,338,2,0
37,owner_with_mortgage,8,permanent,273,4508,2429,0.11918078810886987,1111,8,0
43,rent_private,140,temporary_contract,9,2309,3445,0.23264477465192285,424,3,0
54,living_with_family_other,19,permanent,196,3108,3389,0.13810169133646877,573,0,0
45,rent_social,329,permanent,52,2607,1799,0.8849985225659923,827,5,0
30,rent_private,350,permanent,12,3457,2407,0.5945289836922831,1084,43,0
55,owner_with_mortgage,6,temporary_contract,5,3218,1745,0.282340519696383,47,8,0
35,owner_no_mortgage,31,permanent,19,979,3240,0.25340481219492,214,1,0
36,rent_private,8,permanent,42,1619,1523,0.2339431933788364,18483,50,0
36,owner_with_mortgage,7,permanent,410,1763,3192,0.26028937584170286,343,7,0
56,rent_social,13,permanent,359,1585,3265,0.30795106562199215,586,1,0
54,rent_private,55,permanent,17,2010,3410,0.1382514127362602,13301,2,0
58,owner_no_mortgage,18,retired,26,4831,1900,0.5091217062800263,445,3,0
50,owner_no_mortgage,507,retired,20,1356,2814,0.02421277520848155,4997,5,0
34,owner_with_mortgage,10,permanent,43,3325,134,0.42325142265131754,731,0,0
53,rent_private,553,permanent,23,2482,2546,0.5013644056072002,675,2,0
29,owner_with_mortgage,535,temporary_contract,23,4634,2238,0.4535274883000219,7150,2,0
33,owner_with_mortgage,32,permanent,1,2855,1647,0.013927232751595396,809,4,0
47,owner_with_mortgage,10,temporary_contract,6,4340,2946,0.4004028672879404,8974,2,0
57,owner_no_mortgage,331,retired,386,4421,1454,1.4346664664800377,965,14,0
37,owner_no_mortgage,340,self_employed,7,4490,2911,1.0796218819093248,283,0,0
32,owner_with_mortgage,282,permanent,33,3504,537,0.4233416625239575,14809,48,0
40,living_with_family_other,175,self_employed,479,3059,1652,0.23161266936137886,827,6,0
48,owner_with_mortgage,48,permanent,329,1794,1918,0.3431336494357695,730,0,0
29,rent_private,174,permanent,522,2664,1898,0.5765627507684156,-4815,5,0
21,owner_no_mortgage,23,permanent,474,3085,1313,0.449980024634981,139,6,0
44,owner_with_mortgage,55,permanent,33,790,12871,0.15558049961852655,1190,2,0
52,owner_with_mortgage,145,permanent,7,1717,9043,0.10714430807062175,296,2,0
27,rent_private,539,temporary_contract,22,5292,961,0.06694879030496838,463,2,0
44,owner_with_mortgage,20,permanent,157,466,1495,0.83274373819583,419,3,0
57,owner_no_mortgage,15,unemployed_other,52,4004,3078,1.1906566839049986,397,2,0
44,owner_with_mortgage,19,temporary_contract,31,1944,1851,0.02880373241827363,2167,2,0
46,owner_no_mortgage,8,permanent,21,3180,2986,0.6163138309354859,721,2,0
22,owner_with_mortgage,26,permanent,16,2636,3195,0.47007495966764207,1186,3,0
58,living_with_family_other,34,temporary_contract,23,1724,2834,0.3468928811865699,86,34,0
42,rent_private,19,retired,13,3285,2393,0.04477179061731422,651,2,0
39,owner_with_mortgage,25,permanent,45,2113,1595,0.5304913592972378,405,2,0
46,rent_social,454,unemployed_other,1,18596,1718,0.19932170578061437,329,3,0
24,owner_no_mortgage,48,self_employed,54,3781,1223,0.6232868831564493,2,4,0
28,owner_with_mortgage,31,permanent,338,2635,2464,1.330191447863163,18788,6,0
61,owner_no_mortgage,593,temporary_contract,542,2233,1172,0.13448524581331206,1200,3,0
18,rent_private,14,unemployed_other,44,1507,1252,0.26475259127917933,751,3,0
56,rent_private,17,permanent,46,3502,1618,1.4120912998805366,-2664,0,0
62,rent_private,236,permanent,14,2625,1295,0.10698232609554624,2625,8,0
42,owner_with_mortgage,22,permanent,46,15179,1570,0.3150251608870893,245,3,0
51,rent_social,444,permanent,59,574,13713,0.13003486076622195,929,1,0
63,living_with_family_other,7,retired,30,2509,1838,0.22077696509710903,396,5,0
63,owner_with_mortgage,80,temporary_contract,48,1765,1352,0.4194649968763846,805,7,0
56,owner_with_mortgage,24,permanent,10,3437,1903,0.002838795428479934,435,5,0
20,owner_with_mortgage,4,permanent,459,290,1739,0.44081862969471963,578,4,0
19,rent_private,339,permanent,12,4946,1390,0.4105564321465687,4922,2,0
45,rent_private,277,temporary_contract,42,3589,2467,0.21982803489358874,155,4,0
33,owner_with_mortgage,4,permanent,58,2669,1498,0.40893169049568523,358,4,0
28,owner_no_mortgage,2,permanent,372,4665,3235,0.517200607039224,122,1,0
94,owner_with_mortgage,10,permanent,83,3193,1218,0.370566377337642,364,2,0
63,rent_private,54,permanent,403,2039,1357,0.5609295216899901,850,2,0
31,owner_no_mortgage,554,permanent,112,1798,2229,0.6326490615499208,1179,1,0
26,rent_private,25,permanent,20,1021,2795,0.22394263919389792,197,3,0
54,rent_private,0,permanent,1,2956,1529,0.38638953742554494,404,0,0
86,owner_no_mortgage,301,permanent,17,2827,2912,0.14521849038300694,51,3,0
79,owner_no_mortgage,344,retired,87,367,2249,1.4930596538396843,689,4,0
51,owner_with_mortgage,18,permanent,307,2213,1515,0.5158304934941643,1015,3,0
37,rent_private,531,permanent,27,9905,2472,1.3607917756205983,16360,5,0
41,owner_no_mortgage,44,permanent,519,3359,2771,0.3488943107808815,2,4,0
35,rent_private,41,permanent,56,1748,1634,0.7576245287615279,3088,3,0
56,owner_no_mortgage,247,temporary_contract,11,2738,1468,0.5373398745069963,6874,8,0
28,owner_with_mortgage,22,permanent,15,13592,2942,0.2223982915531738,2841,2,0
34,owner_with_mortgage,35,permanent,11,1851,1659,0.28954849438850494,336,39,0
52,owner_no_mortgage,45,temporary_contract,58,6578,1299,0.3837429556967361,252,3,0
50,rent_private,20,permanent,1,860,1561,0.1697820056223503,-855,2,0
56,owner_with_mortgage,46,permanent,27,1940,3093,0.4503063120886212,16206,5,0
30,rent_private,553,temporary_contract,3,1040,1990,0.26864338370952423,721,3,0
51,owner_no_mortgage,161,permanent,54,15337,2986,0.3444495852677065,334,0,0
54,owner_with_mortgage,515,permanent,9,4414,2246,0.41242555086640376,801,2,0
44,owner_no_mortgage,13,self_employed,23,4469,1997,0.6277653475214215,560,2,0
33,owner_with_mortgage,26,permanent,3,6215,1406,0.11608984918315436,615,33,0
62,owner_with_mortgage,135,permanent,8,1706,6131,0.1384850448598779,785,5,0
62,owner_with_mortgage,361,temporary_contract,11,4713,2193,0.3811898226635316,94,7,0
45,owner_with_mortgage,27,permanent,535,4606,1216,1.4394872222227448,390,3,0
47,rent_social,18,permanent,14,2624,2436,0.6268187065313068,16745,4,0
44,rent_private,53,self_employed,14,2687,2226,0.2278595468798008,577,4,0
56,owner_with_mortgage,30,permanent,47,3161,567,0.6030599453159796,6987,7,0
51,owner_no_mortgage,26,unemployed_other,474,17387,1661,0.531354434059211,421,1,0
46,owner_no_mortgage,19,permanent,590,1613,1931,0.21557122398383688,216,4,0
101,owner_no_mortgage,30,temporary_contract,438,1378,1203,0.4707952921790588,1011,3,0
27,owner_with_mortgage,19,permanent,5,4929,1721,0.09491010472665648,212,8,0
59,owner_with_mortgage,10,permanent,392,2499,1496,0.08820472560718727,832,4,0
47,owner_with_mortgage,48,self_employed,25,4557,841,0.1449236646170514,727,5,0
59,owner_with_mortgage,7,retired,417,2425,2200,0.27332966517506985,535,8,0
32,owner_with_mortgage,22,unemployed_other,56,2659,3603,1.2758721686271226,714,7,0
62,living_with_family_other,30,permanent,18,4322,1569,0.24638740437607642,230,7,0
19,rent_social,3,permanent,471,1943,1302,0.23210513755827436,1178,7,0
34,owner_with_mortgage,16,permanent,4,2417,1814,0.035029545086403185,334,5,0
42,owner_with_mortgage,48,permanent,47,4257,10599,0.28113232034877916,341,3,0
34,owner_no_mortgage,20,permanent,34,14758,2362,0.25702901484699064,793,2,0
45,rent_private,59,retired,266,3602,2965,0.2643983384199494,-2262,8,0
22,owner_with_mortgage,303,temporary_contract,27,2011,3075,0.3423277608826176,1621,2,0
45,rent_private,22,permanent,11,3025,107,0.34457645315880997,168,4,0
49,owner_no_mortgage,18,self_employed,15,3245,948,0.4156162483367815,727,3,0
36,rent_social,12,self_employed,4,2976,1578,1.098376749666493,991,2,0
18,owner_with_mortgage,40,permanent,9,3676,2060,0.45067471865685765,479,8,0
111,owner_with_mortgage,60,permanent,258,1946,2478,0.4680095184578525,81,2,0
83,owner_no_mortgage,41,permanent,514,3608,2253,0.27799710289965335,11,0,0
66,living_with_family_other,57,self_employed,7,829,3302,0.13864436853016926,71,2,0
29,rent_social,125,self_employed,483,4388,2643,0.17139874244631156,414,3,0
20,owner_with_mortgage,22,permanent,28,4113,81,0.4118475766724489,41,5,0
51,rent_private,271,self_employed,58,2676,2969,0.6432120137300031,2218,4,0
18,owner_no_mortgage,14,permanent,245,1734,2261,0.11910652910513925,939,5,0
31,owner_with_mortgage,124,permanent,36,4431,2557,0.20895018468128207,867,0,0
37,rent_private,24,permanent,44,4350,2432,0.1529602740109353,433,3,0
33,owner_with_mortgage,50,unemployed_other,10,3045,1362,0.3143293135663938,6225,8,0
60,owner_with_mortgage,43,self_employed,39,1803,1980,0.5832788940316493,517,7,0
61,living_with_family_other,55,permanent,6,2313,1314,0.22421944615102984,581,3,0
46,rent_private,35,permanent,1,13953,1711,0.2667016743632956,582,5,0
42,rent_social,4,permanent,5,4083,2656,0.031412624824304486,28,3,0
54,rent_social,21,temporary_contract,36,712,1427,0.24860859896567475,7755,22,0
39,owner_with_mortgage,56,self_employed,36,1968,3490,0.5113138753397267,9024,5,0
40,living_with_family_other,172,permanent,39,1092,1616,0.44855833914751786,460,4,0
39,owner_with_mortgage,10,unemployed_other,45,2292,3251,0.6483388979958147,-4806,3,1
55,rent_social,4,self_employed,511,2505,1503,0.35569565897926564,572,7,0
52,rent_private,457,permanent,119,3879,2182,0.2562707003564894,404,4,0
22,owner_with_mortgage,32,retired,18,3395,1487,0.6034041003587164,798,7,0
51,owner_with_mortgage,20,permanent,288,221,3342,0.4325665990481194,857,5,0
64,owner_no_mortgage,335,permanent,18,1552,2567,1.211271028249099,1035,2,0
43,rent_private,19,self_employed,30,1653,1853,0.6253210525794413,1073,7,1
60,rent_social,21,self_employed,23,2726,2925,0.08998492078925274,229,4,0
61,owner_no_mortgage,17,permanent,246,602,2991,0.2810982395012433,305,4,0
45,rent_social,41,permanent,14,1804,2419,0.7366892882319922,603,3,0
33,rent_private,27,temporary_contract,7,2033,1510,0.33455868256602433,500,2,0
59,rent_private,9,unemployed_other,19,4837,2139,0.3719035886874802,987,5,0
36,owner_with_mortgage,423,permanent,38,4159,2406,0.6304220200696067,656,2,0
73,owner_with_mortgage,30,self_employed,8,2785,390,0.6485422124785445,19982,0,0
97,owner_no_mortgage,0,permanent,16,3103,367,0.13704596986168,7025,3,0
23,rent_private,13,permanent,222,3170,596,0.07138254654531581,429,6,0
50,rent_private,21,retired,374,3193,2401,0.14256102874811846,14293,5,0
54,rent_social,46,permanent,16,2383,2115,0.8259468464903295,229,3,0
57,rent_private,11,temporary_contract,4,116,1788,1.3257913382722495,808,6,0
47,living_with_family_other,454,temporary_contract,14,329,3244,0.39245937485029364,1006,4,0
50,rent_social,37,permanent,5,15699,323,0.2873587933311028,681,1,0
39,rent_private,1,permanent,19,3216,13163,0.8728721772787552,934,5,0
50,owner_with_mortgage,55,self_employed,41,4820,2323,0.027003367734312708,510,0,0
51,owner_no_mortgage,18,permanent,8,832,1247,0.3362787651672608,502,2,0
37,rent_private,442,self_employed,10,19977,1632,0.04006454737451756,455,5,0
41,rent_private,393,permanent,43,4844,1607,0.1408216680436995,805,1,0
54,rent_private,58,permanent,60,2265,2335,1.1866073003481588,793,5,0
61,living_with_family_other,22,retired,490,2171,1029,0.13407964082617155,14591,50,0
37,living_with_family_other,349,permanent,17,3042,1256,0.48828007631189413,1125,4,0
46,rent_social,28,permanent,179,3050,2766,0.0821790034743129,371,8,0
45,owner_with_mortgage,53,permanent,72,1860,2557,0.22415683191672953,982,0,0
34,owner_with_mortgage,50,permanent,10,3048,1529,0.2519507074333775,486,3,0
25,rent_private,478,retired,47,5735,1977,0.8728459161461455,4769,2,0
30,rent_social,47,permanent,11,2160,1728,0.6101885865156503,939,6,0
45,living_with_family_other,4,permanent,57,2566,2136,0.1445617738175482,-818,3,0
57,owner_with_mortgage,41,self_employed,13,2605,3135,0.30871865464198783,672,4,0
47,rent_private,48,permanent,419,3311,1349,0.4261551818182571,1134,1,0
37,rent_private,534,permanent,52,913,1465,0.39848111271717757,581,0,0
36,rent_private,10,permanent,23,8685,1951,0.5410794761751139,516,8,0
32,rent_private,24,permanent,1,4551,1886,0.3271392633699386,14366,2,0
43,living_with_family_other,11,permanent,387,299,704,0.552078099125534,1009,0,0
57,living_with_family_other,7,temporary_contract,22,3314,2768,0.5772344445529425,1816,7,0
37,rent_social,7,permanent,49,4686,1740,0.050196053237958636,616,35,0
48,owner_no_mortgage,32,unemployed_other,4,1655,1369,0.4861529418207495,9894,6,0
21,rent_private,15,permanent,355,3920,3080,0.29882758466544956,664,4,0
43,rent_private,42,permanent,22,4922,751,0.10936741666789494,11,3,0
53,rent_private,0,retired,15,3907,2044,0.4048045721185869,18756,4,0
21,rent_private,13,retired,498,1925,989,0.3740967312188027,623,2,0
32,rent_private,55,unemployed_other,35,3243,11901,0.4439598131303632,624,3,0
44,owner_no_mortgage,5,temporary_contract,8,948,1900,0.23109308855154695,227,0,0
44,living_with_family_other,55,self_employed,4,2978,3433,0.2225622712015985,369,5,0
60,owner_no_mortgage,10,self_employed,21,2906,1488,0.3014011282773328,1014,5,0
26,owner_with_mortgage,14,temporary_contract,515,2093,2143,0.4824143209311457,1078,0,0
38,rent_private,9,permanent,52,4607,314,0.4321804631005347,1091,5,0
50,owner_no_mortgage,44,permanent,58,1593,2787,0.11587832935076005,1051,2,0
41,rent_private,59,permanent,579,3026,3474,0.30658775320012627,456,5,0
30,owner_no_mortgage,20,temporary_contract,3,3081,2452,0.07288643872478463,-1474,3,0
52,owner_with_mortgage,497,permanent,10,2567,1520,0.44518735653201147,220,4,0
58,rent_social,58,permanent,14,4834,1878,0.3988339336702789,880,6,0
43,owner_with_mortgage,41,unemployed_other,19,1484,2198,0.37689185419697024,464,2,0
26,rent_private,10,permanent,3,2227,645,0.3466014859626262,977,8,1
50,rent_private,4,permanent,463,15724,99,1.3330762601221329,881,3,0
25,rent_private,11,permanent,17,3544,1138,0.14372611691542503,446,5,0
35,owner_with_mortgage,13,permanent,416,1544,1669,0.008758053292054611,902,4,0
63,owner_no_mortgage,4,permanent,236,3357,1254,0.7728069429488966,917,3,0
26,owner_no_mortgage,294,permanent,42,2980,3257,0.21950734556128246,782,6,0
21,living_with_family_other,8,permanent,30,1922,1565,0.5721234867257553,791,2,1
61,owner_with_mortgage,20,unemployed_other,9,1347,1145,0.4135739055548549,-4740,2,0
78,rent_private,14,self_employed,181,2029,1998,0.12122509311734322,336,4,0
58,owner_no_mortgage,26,permanent,465,3901,5329,0.14304764954523355,124,2,0
34,rent_private,40,permanent,526,2229,2274,0.09165669832542428,162,4,0
110,owner_with_mortgage,49,permanent,177,1554,1789,0.017238586623965445,84,5,0
55,owner_with_mortgage,134,permanent,11,4082,1989,0.5163124797839784,379,6,0
35,rent_private,240,self_employed,15,3840,1340,1.4187490382993277,82,14,0
54,owner_with_mortgage,596,permanent,348,2933,1239,1.4968222566669602,1023,2,0
27,owner_with_mortgage,433,temporary_contract,18,2165,2100,0.3900083910363468,201,6,0
37,owner_with_mortgage,149,unemployed_other,18,4152,1702,0.5286465297670129,430,5,0
44,owner_with_mortgage,36,permanent,428,1585,1211,0.5248406744152244,787,1,0
29,owner_with_mortgage,13,permanent,24,1725,1770,0.6999451147439957,424,0,0
48,rent_private,16,permanent,6,3364,2148,0.4464343294557748,16783,2,0
27,owner_with_mortgage,22,permanent,40,4698,1623,0.3341838913594716,299,1,0
33,owner_with_mortgage,1,permanent,7,1591,1540,0.23049805931660947,498,4,0
51,owner_no_mortgage,259,permanent,19,4139,1212,1.144921413071115,654,4,0
58,rent_private,57,permanent,542,3756,1579,0.11894517691880581,229,1,0
35,owner_with_mortgage,459,permanent,28,606,1492,0.3789750691361548,-3841,8,0
47,rent_private,7,permanent,53,3225,2102,0.7764373615904832,157,8,0
47,rent_private,38,permanent,51,2409,2624,0.6148357105234765,49,4,0
19,rent_social,563,temporary_contract,381,2039,2814,0.10277146208794749,472,2,0
54,owner_with_mortgage,54,self_employed,68,3829,1927,0.5604712273567627,-4078,7,0
42,owner_no_mortgage,368,permanent,1,3218,3390,0.4590809132972575,989,7,0
43,rent_private,7,permanent,37,273,2467,0.5112134311477965,176,2,0
45,rent_private,41,permanent,10,3184,3210,0.04588846330602511,969,1,0
33,rent_private,534,permanent,51,2782,1259,0.2167000946375047,762,1,0
31,rent_social,12,temporary_contract,4,2144,568,0.3076250507385452,16518,3,0
20,owner_no_mortgage,11,permanent,88,1945,437,0.33887244584081944,10130,42,0
44,owner_no_mortgage,39,unemployed_other,35,3312,3021,0.5182037914109584,655,4,0
80,rent_social,340,permanent,418,2445,1297,0.02166632194174187,1042,2,0
56,owner_with_mortgage,26,permanent,323,2696,1926,0.21482928304916016,54,5,0
33,rent_private,22,permanent,394,2208,1547,0.27972080946725997,6094,4,0
40,rent_social,34,permanent,36,2234,1376,0.584960846280688,-3823,7,0
26,rent_social,489,permanent,23,2220,1272,0.3231975453440992,1143,6,0
47,owner_no_mortgage,9,self_employed,56,2360,1454,0.37269595353953316,3542,3,0
48,owner_no_mortgage,547,permanent,47,1739,1323,1.3028649958470062,591,2,0
40,rent_private,47,permanent,1,4416,2398,0.12818933384122996,-3392,5,0
34,rent_private,378,self_employed,45,3289,1694,0.46004280933484704,269,3,0
29,owner_with_mortgage,487,temporary_contract,134,3470,2418,0.3439865381069178,900,4,0
57,owner_no_mortgage,167,permanent,33,2103,2330,0.34394314029199746,2764,4,0
29,rent_social,41,permanent,25,123,2090,0.9030394308558474,13156,22,0
24,owner_with_mortgage,37,permanent,11,5750,2198,0.39942881364539085,1791,6,0
57,owner_with_mortgage,27,permanent,20,1524,2583,0.41729020888033236,411,4,0
18,owner_with_mortgage,3,permanent,139,2454,1323,0.4225459691575044,94,2,0
42,rent_private,22,permanent,25,13312,1842,0.5881758829466692,9463,0,0
61,rent_private,48,permanent,6,3351,1406,0.4654742482189383,816,5,0
26,rent_private,91,permanent,17,758,1178,0.08945623024922952,539,1,0
46,rent_private,326,permanent,564,3395,3073,0.5765380983812348,1030,2,0
23,owner_with_mortgage,46,permanent,530,9931,1545,0.49176460895649415,-3816,1,0
56,rent_private,13,temporary_contract,505,2933,1372,0.4503497049155556,772,2,1
41,rent_private,16,self_employed,11,2766,1469,0.3858363309295845,963,1,0
52,rent_social,10,retired,247,2035,1723,0.19547533624049748,269,2,0
